period,inter,direc,cycle,type,pollutant,emi
morning1,Dunbar,SB,15,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,15,52,Total Energy,0.0
morning1,Dunbar,SB,15,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,15,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,15,52,Methane,0.0
morning1,Dunbar,SB,15,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,15,42,Total Energy,395879670.24000007
morning1,Dunbar,SB,15,42,Atmospheric CO2,29142.214963
morning1,Dunbar,SB,15,42,Nitrous Oxide,0.07891348028999996
morning1,Dunbar,SB,15,42,Methane,1.4769502521299998
morning1,Dunbar,SB,15,42,Total Gaseous Hydrocarbons,14.324106539999992
morning1,Dunbar,SB,15,21,Total Energy,2942155550.377
morning1,Dunbar,SB,15,21,Atmospheric CO2,211485.21561139994
morning1,Dunbar,SB,15,21,Nitrous Oxide,1.0486543824792
morning1,Dunbar,SB,15,21,Methane,2.6321293967294497
morning1,Dunbar,SB,15,21,Total Gaseous Hydrocarbons,26.851844139999997
morning1,Dunbar,SB,14,61,Total Energy,699760058.1988001
morning1,Dunbar,SB,14,61,Atmospheric CO2,51545.04432524899
morning1,Dunbar,SB,14,61,Nitrous Oxide,0.12596666502679998
morning1,Dunbar,SB,14,61,Methane,2.702088883295142
morning1,Dunbar,SB,14,61,Total Gaseous Hydrocarbons,19.773297962013995
morning1,Dunbar,SB,14,52,Total Energy,84007701.20000002
morning1,Dunbar,SB,14,52,Atmospheric CO2,6140.674110000002
morning1,Dunbar,SB,14,52,Nitrous Oxide,0.04330459230000001
morning1,Dunbar,SB,14,52,Methane,0.2378875910519999
morning1,Dunbar,SB,14,52,Total Gaseous Hydrocarbons,3.3649563300000005
morning1,Dunbar,SB,14,42,Total Energy,0.0
morning1,Dunbar,SB,14,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,14,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,14,42,Methane,0.0
morning1,Dunbar,SB,14,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,14,21,Total Energy,4304956341.93
morning1,Dunbar,SB,14,21,Atmospheric CO2,309444.79328519996
morning1,Dunbar,SB,14,21,Nitrous Oxide,1.3137547361099997
morning1,Dunbar,SB,14,21,Methane,5.415353469285599
morning1,Dunbar,SB,14,21,Total Gaseous Hydrocarbons,48.15788679400001
morning1,Dunbar,SB,13,61,Total Energy,0.0
morning1,Dunbar,SB,13,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,13,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,13,61,Methane,0.0
morning1,Dunbar,SB,13,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,13,52,Total Energy,0.0
morning1,Dunbar,SB,13,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,13,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,13,52,Methane,0.0
morning1,Dunbar,SB,13,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,13,42,Total Energy,0.0
morning1,Dunbar,SB,13,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,13,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,13,42,Methane,0.0
morning1,Dunbar,SB,13,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,13,21,Total Energy,4225654003.8199997
morning1,Dunbar,SB,13,21,Atmospheric CO2,303744.5563004001
morning1,Dunbar,SB,13,21,Nitrous Oxide,1.4021501339740001
morning1,Dunbar,SB,13,21,Methane,3.8598489741125994
morning1,Dunbar,SB,13,21,Total Gaseous Hydrocarbons,38.59063025199999
morning1,Dunbar,SB,12,61,Total Energy,0.0
morning1,Dunbar,SB,12,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,12,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,12,61,Methane,0.0
morning1,Dunbar,SB,12,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,12,52,Total Energy,0.0
morning1,Dunbar,SB,12,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,12,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,12,52,Methane,0.0
morning1,Dunbar,SB,12,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,12,42,Total Energy,0.0
morning1,Dunbar,SB,12,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,12,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,12,42,Methane,0.0
morning1,Dunbar,SB,12,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,12,21,Total Energy,692799794.7360001
morning1,Dunbar,SB,12,21,Atmospheric CO2,49799.1404019
morning1,Dunbar,SB,12,21,Nitrous Oxide,0.20030733504280002
morning1,Dunbar,SB,12,21,Methane,0.8488929070982801
morning1,Dunbar,SB,12,21,Total Gaseous Hydrocarbons,7.513043839099999
morning1,Dunbar,SB,11,61,Total Energy,0.0
morning1,Dunbar,SB,11,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,11,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,11,61,Methane,0.0
morning1,Dunbar,SB,11,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,11,52,Total Energy,787875671.0
morning1,Dunbar,SB,11,52,Atmospheric CO2,57524.919200000004
morning1,Dunbar,SB,11,52,Nitrous Oxide,0.27666819389999997
morning1,Dunbar,SB,11,52,Methane,2.1646458208399997
morning1,Dunbar,SB,11,52,Total Gaseous Hydrocarbons,21.219481599999998
morning1,Dunbar,SB,11,42,Total Energy,0.0
morning1,Dunbar,SB,11,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,11,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,11,42,Methane,0.0
morning1,Dunbar,SB,11,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,11,21,Total Energy,1639616956.587
morning1,Dunbar,SB,11,21,Atmospheric CO2,117857.27095589999
morning1,Dunbar,SB,11,21,Nitrous Oxide,0.6231782471777
morning1,Dunbar,SB,11,21,Methane,1.1172735822916398
morning1,Dunbar,SB,11,21,Total Gaseous Hydrocarbons,12.851827443999998
morning1,Dunbar,SB,10,61,Total Energy,0.0
morning1,Dunbar,SB,10,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,10,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,10,61,Methane,0.0
morning1,Dunbar,SB,10,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,10,52,Total Energy,0.0
morning1,Dunbar,SB,10,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,10,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,10,52,Methane,0.0
morning1,Dunbar,SB,10,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,10,42,Total Energy,0.0
morning1,Dunbar,SB,10,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,10,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,10,42,Methane,0.0
morning1,Dunbar,SB,10,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,10,21,Total Energy,2037523612.267
morning1,Dunbar,SB,10,21,Atmospheric CO2,146459.3175054
morning1,Dunbar,SB,10,21,Nitrous Oxide,0.6009217658857
morning1,Dunbar,SB,10,21,Methane,2.488932217002231
morning1,Dunbar,SB,10,21,Total Gaseous Hydrocarbons,22.316289504
morning1,Dunbar,SB,9,61,Total Energy,850678347.6642
morning1,Dunbar,SB,9,61,Atmospheric CO2,62661.88680316798
morning1,Dunbar,SB,9,61,Nitrous Oxide,0.14397124108370007
morning1,Dunbar,SB,9,61,Methane,3.153505520239055
morning1,Dunbar,SB,9,61,Total Gaseous Hydrocarbons,22.25296892364999
morning1,Dunbar,SB,9,52,Total Energy,1105558597.0
morning1,Dunbar,SB,9,52,Atmospheric CO2,80723.74749999998
morning1,Dunbar,SB,9,52,Nitrous Oxide,0.396760408
morning1,Dunbar,SB,9,52,Methane,3.0461343410300015
morning1,Dunbar,SB,9,52,Total Gaseous Hydrocarbons,30.0003171
morning1,Dunbar,SB,9,42,Total Energy,0.0
morning1,Dunbar,SB,9,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,9,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,9,42,Methane,0.0
morning1,Dunbar,SB,9,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,9,21,Total Energy,3511471860.21
morning1,Dunbar,SB,9,21,Atmospheric CO2,252408.2528485
morning1,Dunbar,SB,9,21,Nitrous Oxide,1.2534213258237998
morning1,Dunbar,SB,9,21,Methane,2.72213284210763
morning1,Dunbar,SB,9,21,Total Gaseous Hydrocarbons,29.180562736
morning1,Dunbar,SB,8,61,Total Energy,0.0
morning1,Dunbar,SB,8,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,8,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,8,61,Methane,0.0
morning1,Dunbar,SB,8,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,8,52,Total Energy,0.0
morning1,Dunbar,SB,8,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,8,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,8,52,Methane,0.0
morning1,Dunbar,SB,8,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,8,42,Total Energy,1358838067.37
morning1,Dunbar,SB,8,42,Atmospheric CO2,100036.37163900002
morning1,Dunbar,SB,8,42,Nitrous Oxide,0.14306164312999997
morning1,Dunbar,SB,8,42,Methane,2.7777903862890008
morning1,Dunbar,SB,8,42,Total Gaseous Hydrocarbons,27.537003179999992
morning1,Dunbar,SB,8,21,Total Energy,2802454306.577
morning1,Dunbar,SB,8,21,Atmospheric CO2,201443.41365479995
morning1,Dunbar,SB,8,21,Nitrous Oxide,0.8052353190317999
morning1,Dunbar,SB,8,21,Methane,3.8051726701827002
morning1,Dunbar,SB,8,21,Total Gaseous Hydrocarbons,33.081808767
morning1,Dunbar,SB,7,61,Total Energy,0.0
morning1,Dunbar,SB,7,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,7,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,7,61,Methane,0.0
morning1,Dunbar,SB,7,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,7,52,Total Energy,259464462.0
morning1,Dunbar,SB,7,52,Atmospheric CO2,18961.162899999992
morning1,Dunbar,SB,7,52,Nitrous Oxide,0.06393278949999999
morning1,Dunbar,SB,7,52,Methane,0.5377873684
morning1,Dunbar,SB,7,52,Total Gaseous Hydrocarbons,7.893113670000002
morning1,Dunbar,SB,7,42,Total Energy,0.0
morning1,Dunbar,SB,7,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,7,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,7,42,Methane,0.0
morning1,Dunbar,SB,7,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,7,21,Total Energy,2949559422.531
morning1,Dunbar,SB,7,21,Atmospheric CO2,212017.24044399994
morning1,Dunbar,SB,7,21,Nitrous Oxide,0.9334583984526998
morning1,Dunbar,SB,7,21,Methane,3.4788542981205
morning1,Dunbar,SB,7,21,Total Gaseous Hydrocarbons,31.657094564999998
morning1,Dunbar,SB,6,61,Total Energy,894721812.4058
morning1,Dunbar,SB,6,61,Atmospheric CO2,65906.15914906
morning1,Dunbar,SB,6,61,Nitrous Oxide,0.10240589521319997
morning1,Dunbar,SB,6,61,Methane,2.128333051918135
morning1,Dunbar,SB,6,61,Total Gaseous Hydrocarbons,15.952378128476003
morning1,Dunbar,SB,6,52,Total Energy,552681944.0
morning1,Dunbar,SB,6,52,Atmospheric CO2,40361.345299999986
morning1,Dunbar,SB,6,52,Nitrous Oxide,0.21269634709999996
morning1,Dunbar,SB,6,52,Methane,1.5373831014900001
morning1,Dunbar,SB,6,52,Total Gaseous Hydrocarbons,15.375525600000005
morning1,Dunbar,SB,6,42,Total Energy,0.0
morning1,Dunbar,SB,6,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,6,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,6,42,Methane,0.0
morning1,Dunbar,SB,6,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,6,21,Total Energy,1963924740.647
morning1,Dunbar,SB,6,21,Atmospheric CO2,141169.03484580008
morning1,Dunbar,SB,6,21,Nitrous Oxide,0.6793926635010998
morning1,Dunbar,SB,6,21,Methane,1.7267978783814404
morning1,Dunbar,SB,6,21,Total Gaseous Hydrocarbons,17.4678338596
morning1,Dunbar,SB,5,61,Total Energy,0.0
morning1,Dunbar,SB,5,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,5,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,5,61,Methane,0.0
morning1,Dunbar,SB,5,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,5,52,Total Energy,0.0
morning1,Dunbar,SB,5,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,5,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,5,52,Methane,0.0
morning1,Dunbar,SB,5,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,5,42,Total Energy,0.0
morning1,Dunbar,SB,5,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,5,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,5,42,Methane,0.0
morning1,Dunbar,SB,5,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,5,21,Total Energy,2422729508.369
morning1,Dunbar,SB,5,21,Atmospheric CO2,174148.20637029994
morning1,Dunbar,SB,5,21,Nitrous Oxide,0.8012293209696
morning1,Dunbar,SB,5,21,Methane,2.9920778957565
morning1,Dunbar,SB,5,21,Total Gaseous Hydrocarbons,27.108499701999996
morning1,Dunbar,SB,4,61,Total Energy,2260176815.531499
morning1,Dunbar,SB,4,61,Atmospheric CO2,166486.96028032
morning1,Dunbar,SB,4,61,Nitrous Oxide,0.20587302624140003
morning1,Dunbar,SB,4,61,Methane,4.235482688984692
morning1,Dunbar,SB,4,61,Total Gaseous Hydrocarbons,31.623141670220004
morning1,Dunbar,SB,4,52,Total Energy,0.0
morning1,Dunbar,SB,4,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,4,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,4,52,Methane,0.0
morning1,Dunbar,SB,4,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,4,42,Total Energy,368618073.40000004
morning1,Dunbar,SB,4,42,Atmospheric CO2,27134.779108999992
morning1,Dunbar,SB,4,42,Nitrous Oxide,0.06794809409
morning1,Dunbar,SB,4,42,Methane,1.3801417924070005
morning1,Dunbar,SB,4,42,Total Gaseous Hydrocarbons,13.43468913699999
morning1,Dunbar,SB,4,21,Total Energy,3089735781.546
morning1,Dunbar,SB,4,21,Atmospheric CO2,222093.4403769
morning1,Dunbar,SB,4,21,Nitrous Oxide,1.0316341517294
morning1,Dunbar,SB,4,21,Methane,2.497569161326051
morning1,Dunbar,SB,4,21,Total Gaseous Hydrocarbons,26.090146177000005
morning1,Dunbar,SB,3,61,Total Energy,0.0
morning1,Dunbar,SB,3,61,Atmospheric CO2,0.0
morning1,Dunbar,SB,3,61,Nitrous Oxide,0.0
morning1,Dunbar,SB,3,61,Methane,0.0
morning1,Dunbar,SB,3,61,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,3,52,Total Energy,0.0
morning1,Dunbar,SB,3,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,3,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,3,52,Methane,0.0
morning1,Dunbar,SB,3,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,3,42,Total Energy,0.0
morning1,Dunbar,SB,3,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,3,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,3,42,Methane,0.0
morning1,Dunbar,SB,3,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,3,21,Total Energy,2785782357.976
morning1,Dunbar,SB,3,21,Atmospheric CO2,200244.9925364
morning1,Dunbar,SB,3,21,Nitrous Oxide,0.9013829027114999
morning1,Dunbar,SB,3,21,Methane,2.8764637693355004
morning1,Dunbar,SB,3,21,Total Gaseous Hydrocarbons,27.419492345000005
morning1,Dunbar,SB,2,61,Total Energy,2002526489.3807998
morning1,Dunbar,SB,2,61,Atmospheric CO2,147508.20685606002
morning1,Dunbar,SB,2,61,Nitrous Oxide,0.1191271698795
morning1,Dunbar,SB,2,61,Methane,2.6547211386794394
morning1,Dunbar,SB,2,61,Total Gaseous Hydrocarbons,20.84311139359001
morning1,Dunbar,SB,2,52,Total Energy,0.0
morning1,Dunbar,SB,2,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,2,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,2,52,Methane,0.0
morning1,Dunbar,SB,2,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,2,42,Total Energy,772741464.6600002
morning1,Dunbar,SB,2,42,Atmospheric CO2,56899.18811699998
morning1,Dunbar,SB,2,42,Nitrous Oxide,0.12867627637999995
morning1,Dunbar,SB,2,42,Methane,2.5724910454290004
morning1,Dunbar,SB,2,42,Total Gaseous Hydrocarbons,20.978364091000007
morning1,Dunbar,SB,2,21,Total Energy,1695826559.509
morning1,Dunbar,SB,2,21,Atmospheric CO2,121897.87325180003
morning1,Dunbar,SB,2,21,Nitrous Oxide,0.4924524871294999
morning1,Dunbar,SB,2,21,Methane,2.4373156615207905
morning1,Dunbar,SB,2,21,Total Gaseous Hydrocarbons,20.7621483915
morning1,Dunbar,SB,1,61,Total Energy,208629366.37246
morning1,Dunbar,SB,1,61,Atmospheric CO2,15367.857234216
morning1,Dunbar,SB,1,61,Nitrous Oxide,0.026531446791160002
morning1,Dunbar,SB,1,61,Methane,0.48664076167801923
morning1,Dunbar,SB,1,61,Total Gaseous Hydrocarbons,3.2840307423290005
morning1,Dunbar,SB,1,52,Total Energy,0.0
morning1,Dunbar,SB,1,52,Atmospheric CO2,0.0
morning1,Dunbar,SB,1,52,Nitrous Oxide,0.0
morning1,Dunbar,SB,1,52,Methane,0.0
morning1,Dunbar,SB,1,52,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,1,42,Total Energy,0.0
morning1,Dunbar,SB,1,42,Atmospheric CO2,0.0
morning1,Dunbar,SB,1,42,Nitrous Oxide,0.0
morning1,Dunbar,SB,1,42,Methane,0.0
morning1,Dunbar,SB,1,42,Total Gaseous Hydrocarbons,0.0
morning1,Dunbar,SB,1,21,Total Energy,2472623371.197
morning1,Dunbar,SB,1,21,Atmospheric CO2,177734.7423048
morning1,Dunbar,SB,1,21,Nitrous Oxide,0.7351017161551002
morning1,Dunbar,SB,1,21,Methane,3.5131223209276
morning1,Dunbar,SB,1,21,Total Gaseous Hydrocarbons,30.232714509999997
morning1,Bishop,NB,47,61,Total Energy,0.0
morning1,Bishop,NB,47,61,Atmospheric CO2,0.0
morning1,Bishop,NB,47,61,Nitrous Oxide,0.0
morning1,Bishop,NB,47,61,Methane,0.0
morning1,Bishop,NB,47,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,47,52,Total Energy,674611494.0
morning1,Bishop,NB,47,52,Atmospheric CO2,49304.86339999999
morning1,Bishop,NB,47,52,Nitrous Oxide,0.16481767239999998
morning1,Bishop,NB,47,52,Methane,1.3349645739399998
morning1,Bishop,NB,47,52,Total Gaseous Hydrocarbons,15.561170400000004
morning1,Bishop,NB,47,42,Total Energy,0.0
morning1,Bishop,NB,47,42,Atmospheric CO2,0.0
morning1,Bishop,NB,47,42,Nitrous Oxide,0.0
morning1,Bishop,NB,47,42,Methane,0.0
morning1,Bishop,NB,47,42,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,47,21,Total Energy,6122147473.610001
morning1,Bishop,NB,47,21,Atmospheric CO2,440065.8666719999
morning1,Bishop,NB,47,21,Nitrous Oxide,1.706283531947
morning1,Bishop,NB,47,21,Methane,10.5939644132473
morning1,Bishop,NB,47,21,Total Gaseous Hydrocarbons,86.55124060600001
morning1,Bishop,NB,46,61,Total Energy,0.0
morning1,Bishop,NB,46,61,Atmospheric CO2,0.0
morning1,Bishop,NB,46,61,Nitrous Oxide,0.0
morning1,Bishop,NB,46,61,Methane,0.0
morning1,Bishop,NB,46,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,46,52,Total Energy,0.0
morning1,Bishop,NB,46,52,Atmospheric CO2,0.0
morning1,Bishop,NB,46,52,Nitrous Oxide,0.0
morning1,Bishop,NB,46,52,Methane,0.0
morning1,Bishop,NB,46,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,46,42,Total Energy,0.0
morning1,Bishop,NB,46,42,Atmospheric CO2,0.0
morning1,Bishop,NB,46,42,Nitrous Oxide,0.0
morning1,Bishop,NB,46,42,Methane,0.0
morning1,Bishop,NB,46,42,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,46,21,Total Energy,10180627061.9
morning1,Bishop,NB,46,21,Atmospheric CO2,731793.0694520001
morning1,Bishop,NB,46,21,Nitrous Oxide,2.303532286033999
morning1,Bishop,NB,46,21,Methane,21.649017266536305
morning1,Bishop,NB,46,21,Total Gaseous Hydrocarbons,167.70988343300002
morning1,Bishop,NB,45,61,Total Energy,0.0
morning1,Bishop,NB,45,61,Atmospheric CO2,0.0
morning1,Bishop,NB,45,61,Nitrous Oxide,0.0
morning1,Bishop,NB,45,61,Methane,0.0
morning1,Bishop,NB,45,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,45,52,Total Energy,0.0
morning1,Bishop,NB,45,52,Atmospheric CO2,0.0
morning1,Bishop,NB,45,52,Nitrous Oxide,0.0
morning1,Bishop,NB,45,52,Methane,0.0
morning1,Bishop,NB,45,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,45,42,Total Energy,615627750.1099999
morning1,Bishop,NB,45,42,Atmospheric CO2,45322.485302
morning1,Bishop,NB,45,42,Nitrous Oxide,0.06457641373999999
morning1,Bishop,NB,45,42,Methane,1.0394724043359995
morning1,Bishop,NB,45,42,Total Gaseous Hydrocarbons,9.35392673
morning1,Bishop,NB,45,21,Total Energy,7701959143.15
morning1,Bishop,NB,45,21,Atmospheric CO2,553624.3607989997
morning1,Bishop,NB,45,21,Nitrous Oxide,2.159980217015
morning1,Bishop,NB,45,21,Methane,12.321705400886799
morning1,Bishop,NB,45,21,Total Gaseous Hydrocarbons,103.091080229
morning1,Bishop,NB,44,61,Total Energy,0.0
morning1,Bishop,NB,44,61,Atmospheric CO2,0.0
morning1,Bishop,NB,44,61,Nitrous Oxide,0.0
morning1,Bishop,NB,44,61,Methane,0.0
morning1,Bishop,NB,44,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,44,52,Total Energy,0.0
morning1,Bishop,NB,44,52,Atmospheric CO2,0.0
morning1,Bishop,NB,44,52,Nitrous Oxide,0.0
morning1,Bishop,NB,44,52,Methane,0.0
morning1,Bishop,NB,44,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,44,42,Total Energy,1744525335.4
morning1,Bishop,NB,44,42,Atmospheric CO2,128431.47507600003
morning1,Bishop,NB,44,42,Nitrous Oxide,0.23445560671000001
morning1,Bishop,NB,44,42,Methane,3.7696375912000004
morning1,Bishop,NB,44,42,Total Gaseous Hydrocarbons,35.72760850999998
morning1,Bishop,NB,44,21,Total Energy,6385730394.2
morning1,Bishop,NB,44,21,Atmospheric CO2,459012.5089860001
morning1,Bishop,NB,44,21,Nitrous Oxide,1.9456561163909998
morning1,Bishop,NB,44,21,Methane,7.624805323462399
morning1,Bishop,NB,44,21,Total Gaseous Hydrocarbons,69.402547284
morning1,Bishop,NB,43,61,Total Energy,0.0
morning1,Bishop,NB,43,61,Atmospheric CO2,0.0
morning1,Bishop,NB,43,61,Nitrous Oxide,0.0
morning1,Bishop,NB,43,61,Methane,0.0
morning1,Bishop,NB,43,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,43,52,Total Energy,0.0
morning1,Bishop,NB,43,52,Atmospheric CO2,0.0
morning1,Bishop,NB,43,52,Nitrous Oxide,0.0
morning1,Bishop,NB,43,52,Methane,0.0
morning1,Bishop,NB,43,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,43,42,Total Energy,344196359.26
morning1,Bishop,NB,43,42,Atmospheric CO2,25339.074692999995
morning1,Bishop,NB,43,42,Nitrous Oxide,0.03412323371
morning1,Bishop,NB,43,42,Methane,0.6276827302510001
morning1,Bishop,NB,43,42,Total Gaseous Hydrocarbons,5.568682383000004
morning1,Bishop,NB,43,21,Total Energy,5105580519.610001
morning1,Bishop,NB,43,21,Atmospheric CO2,366994.24597600003
morning1,Bishop,NB,43,21,Nitrous Oxide,1.579524694095
morning1,Bishop,NB,43,21,Methane,5.4751648190074
morning1,Bishop,NB,43,21,Total Gaseous Hydrocarbons,51.275589057
morning1,Bishop,NB,42,61,Total Energy,0.0
morning1,Bishop,NB,42,61,Atmospheric CO2,0.0
morning1,Bishop,NB,42,61,Nitrous Oxide,0.0
morning1,Bishop,NB,42,61,Methane,0.0
morning1,Bishop,NB,42,61,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,42,52,Total Energy,0.0
morning1,Bishop,NB,42,52,Atmospheric CO2,0.0
morning1,Bishop,NB,42,52,Nitrous Oxide,0.0
morning1,Bishop,NB,42,52,Methane,0.0
morning1,Bishop,NB,42,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,42,42,Total Energy,1125783467.5599997
morning1,Bishop,NB,42,42,Atmospheric CO2,82872.85409999998
morning1,Bishop,NB,42,42,Nitrous Oxide,0.22107750984000002
morning1,Bishop,NB,42,42,Methane,4.203031407938999
morning1,Bishop,NB,42,42,Total Gaseous Hydrocarbons,40.792605645000016
morning1,Bishop,NB,42,21,Total Energy,5099501975.51
morning1,Bishop,NB,42,21,Atmospheric CO2,366557.0646440001
morning1,Bishop,NB,42,21,Nitrous Oxide,1.3537243384409998
morning1,Bishop,NB,42,21,Methane,8.0036966161208
morning1,Bishop,NB,42,21,Total Gaseous Hydrocarbons,66.556597315
morning1,Bishop,NB,41,61,Total Energy,1526846410.7947998
morning1,Bishop,NB,41,61,Atmospheric CO2,112469.18629024002
morning1,Bishop,NB,41,61,Nitrous Oxide,0.08586389854470002
morning1,Bishop,NB,41,61,Methane,1.3080980560867073
morning1,Bishop,NB,41,61,Total Gaseous Hydrocarbons,9.719534574690005
morning1,Bishop,NB,41,52,Total Energy,0.0
morning1,Bishop,NB,41,52,Atmospheric CO2,0.0
morning1,Bishop,NB,41,52,Nitrous Oxide,0.0
morning1,Bishop,NB,41,52,Methane,0.0
morning1,Bishop,NB,41,52,Total Gaseous Hydrocarbons,0.0
morning1,Bishop,NB,41,42,Total Energy,714607831.4899999
morning1,Bishop,NB,41,42,Atmospheric CO2,52610.197147
morning1,Bishop,NB,41,42,Nitrous Oxide,0.06762774456000002
morning1,Bishop,NB,41,42,Methane,1.052227663645
morning1,Bishop,NB,41,42,Total Gaseous Hydrocarbons,9.635492350000002
morning1,Bishop,NB,41,21,Total Energy,6907411979.97
morning1,Bishop,NB,41,21,Atmospheric CO2,496511.80646699993
morning1,Bishop,NB,41,21,Nitrous Oxide,1.9056797456709997
morning1,Bishop,NB,41,21,Methane,9.893183627324698
morning1,Bishop,NB,41,21,Total Gaseous Hydrocarbons,84.63867659599998
morning1,Bishop,NB,40,61,Total Energy,0.0
morning1,Bishop,NB,40,61,Atmospheric CO2,0.0
