period,inter,direc,cycle,type,pollutant,emi
morning3,Bishop,NB,30,52,Methane,4.046558782389998
morning3,Bishop,NB,30,52,Total Gaseous Hydrocarbons,59.68069350000002
morning3,Bishop,NB,30,42,Total Energy,852039272.9899998
morning3,Bishop,NB,30,42,Atmospheric CO2,62728.65105900001
morning3,Bishop,NB,30,42,Nitrous Oxide,0.08363510952
morning3,Bishop,NB,30,42,Methane,1.2833802811799997
morning3,Bishop,NB,30,42,Total Gaseous Hydrocarbons,11.677967319999999
morning3,Bishop,NB,30,21,Total Energy,3375630666.06
morning3,Bishop,NB,30,21,Atmospheric CO2,242643.4009577
morning3,Bishop,NB,30,21,Nitrous Oxide,0.8693606940912999
morning3,Bishop,NB,30,21,Methane,7.0132980001997
morning3,Bishop,NB,30,21,Total Gaseous Hydrocarbons,55.23892673000001
morning3,Bishop,NB,29,61,Total Energy,1489725583.4117002
morning3,Bishop,NB,29,61,Atmospheric CO2,109734.81314893001
morning3,Bishop,NB,29,61,Nitrous Oxide,0.1481995148602
morning3,Bishop,NB,29,61,Methane,2.270113614182308
morning3,Bishop,NB,29,61,Total Gaseous Hydrocarbons,16.172402378130005
morning3,Bishop,NB,29,52,Total Energy,901271357.0
morning3,Bishop,NB,29,52,Atmospheric CO2,65915.08730000003
morning3,Bishop,NB,29,52,Nitrous Oxide,0.12383126650000004
morning3,Bishop,NB,29,52,Methane,1.0122392327700005
morning3,Bishop,NB,29,52,Total Gaseous Hydrocarbons,14.0988526
morning3,Bishop,NB,29,42,Total Energy,874005288.0299999
morning3,Bishop,NB,29,42,Atmospheric CO2,64343.67523199998
morning3,Bishop,NB,29,42,Nitrous Oxide,0.12598817638999996
morning3,Bishop,NB,29,42,Methane,1.7133239831500007
morning3,Bishop,NB,29,42,Total Gaseous Hydrocarbons,15.707307319999993
morning3,Bishop,NB,29,21,Total Energy,6931064070.98
morning3,Bishop,NB,29,21,Atmospheric CO2,498211.0236579999
morning3,Bishop,NB,29,21,Nitrous Oxide,1.6436502558060002
morning3,Bishop,NB,29,21,Methane,14.989181316227702
morning3,Bishop,NB,29,21,Total Gaseous Hydrocarbons,115.97070602299998
morning3,Bishop,NB,28,61,Total Energy,3701463704.1380005
morning3,Bishop,NB,28,61,Atmospheric CO2,272653.4059207
morning3,Bishop,NB,28,61,Nitrous Oxide,0.33606082458880016
morning3,Bishop,NB,28,61,Methane,4.980613525111788
morning3,Bishop,NB,28,61,Total Gaseous Hydrocarbons,35.6374499889
morning3,Bishop,NB,28,52,Total Energy,3057351490.0
morning3,Bishop,NB,28,52,Atmospheric CO2,223567.4549999999
morning3,Bishop,NB,28,52,Nitrous Oxide,1.2061764489999998
morning3,Bishop,NB,28,52,Methane,7.037797245900002
morning3,Bishop,NB,28,52,Total Gaseous Hydrocarbons,97.17715400000002
morning3,Bishop,NB,28,42,Total Energy,907881107.5400001
morning3,Bishop,NB,28,42,Atmospheric CO2,66840.717913
morning3,Bishop,NB,28,42,Nitrous Oxide,0.13062464567999996
morning3,Bishop,NB,28,42,Methane,1.76953176433
morning3,Bishop,NB,28,42,Total Gaseous Hydrocarbons,15.9273133
morning3,Bishop,NB,28,21,Total Energy,8063828588.21
morning3,Bishop,NB,28,21,Atmospheric CO2,579634.6222350001
morning3,Bishop,NB,28,21,Nitrous Oxide,2.9247602979340006
morning3,Bishop,NB,28,21,Methane,14.589776316403901
morning3,Bishop,NB,28,21,Total Gaseous Hydrocarbons,123.83487681000001
morning3,Bishop,NB,27,61,Total Energy,2491924326.0751996
morning3,Bishop,NB,27,61,Atmospheric CO2,183557.74593708996
morning3,Bishop,NB,27,61,Nitrous Oxide,0.3665887787789999
morning3,Bishop,NB,27,61,Methane,4.496062273002049
morning3,Bishop,NB,27,61,Total Gaseous Hydrocarbons,32.405512068810005
morning3,Bishop,NB,27,52,Total Energy,836844655.0
morning3,Bishop,NB,27,52,Atmospheric CO2,61231.03060000001
morning3,Bishop,NB,27,52,Nitrous Oxide,0.6955934850000001
morning3,Bishop,NB,27,52,Methane,3.0399827468300002
morning3,Bishop,NB,27,52,Total Gaseous Hydrocarbons,35.956912899999985
morning3,Bishop,NB,27,42,Total Energy,0.0
morning3,Bishop,NB,27,42,Atmospheric CO2,0.0
morning3,Bishop,NB,27,42,Nitrous Oxide,0.0
morning3,Bishop,NB,27,42,Methane,0.0
morning3,Bishop,NB,27,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,27,21,Total Energy,6283765361.309999
morning3,Bishop,NB,27,21,Atmospheric CO2,451681.95454899984
morning3,Bishop,NB,27,21,Nitrous Oxide,2.6871459773400006
morning3,Bishop,NB,27,21,Methane,11.416729200034997
morning3,Bishop,NB,27,21,Total Gaseous Hydrocarbons,99.307187725
morning3,Bishop,NB,26,61,Total Energy,0.0
morning3,Bishop,NB,26,61,Atmospheric CO2,0.0
morning3,Bishop,NB,26,61,Nitrous Oxide,0.0
morning3,Bishop,NB,26,61,Methane,0.0
morning3,Bishop,NB,26,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,26,52,Total Energy,0.0
morning3,Bishop,NB,26,52,Atmospheric CO2,0.0
morning3,Bishop,NB,26,52,Nitrous Oxide,0.0
morning3,Bishop,NB,26,52,Methane,0.0
morning3,Bishop,NB,26,52,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,26,42,Total Energy,0.0
morning3,Bishop,NB,26,42,Atmospheric CO2,0.0
morning3,Bishop,NB,26,42,Nitrous Oxide,0.0
morning3,Bishop,NB,26,42,Methane,0.0
morning3,Bishop,NB,26,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,26,21,Total Energy,6065937768.47
morning3,Bishop,NB,26,21,Atmospheric CO2,436025.6490579999
morning3,Bishop,NB,26,21,Nitrous Oxide,1.8027646235419996
morning3,Bishop,NB,26,21,Methane,8.88658980164
morning3,Bishop,NB,26,21,Total Gaseous Hydrocarbons,76.35913126599999
morning3,Bishop,NB,25,61,Total Energy,0.0
morning3,Bishop,NB,25,61,Atmospheric CO2,0.0
morning3,Bishop,NB,25,61,Nitrous Oxide,0.0
morning3,Bishop,NB,25,61,Methane,0.0
morning3,Bishop,NB,25,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,25,52,Total Energy,1398288584.0
morning3,Bishop,NB,25,52,Atmospheric CO2,102144.21709999998
morning3,Bishop,NB,25,52,Nitrous Oxide,0.4507448930000001
morning3,Bishop,NB,25,52,Methane,3.4314299603699996
morning3,Bishop,NB,25,52,Total Gaseous Hydrocarbons,34.91196770000002
morning3,Bishop,NB,25,42,Total Energy,0.0
morning3,Bishop,NB,25,42,Atmospheric CO2,0.0
morning3,Bishop,NB,25,42,Nitrous Oxide,0.0
morning3,Bishop,NB,25,42,Methane,0.0
morning3,Bishop,NB,25,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,25,21,Total Energy,5051129379.58
morning3,Bishop,NB,25,21,Atmospheric CO2,363080.3127251
morning3,Bishop,NB,25,21,Nitrous Oxide,1.6758549007679997
morning3,Bishop,NB,25,21,Methane,5.6541277903629
morning3,Bishop,NB,25,21,Total Gaseous Hydrocarbons,53.133217732000006
morning3,Bishop,NB,24,61,Total Energy,0.0
morning3,Bishop,NB,24,61,Atmospheric CO2,0.0
morning3,Bishop,NB,24,61,Nitrous Oxide,0.0
morning3,Bishop,NB,24,61,Methane,0.0
morning3,Bishop,NB,24,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,24,52,Total Energy,0.0
morning3,Bishop,NB,24,52,Atmospheric CO2,0.0
morning3,Bishop,NB,24,52,Nitrous Oxide,0.0
morning3,Bishop,NB,24,52,Methane,0.0
morning3,Bishop,NB,24,52,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,24,42,Total Energy,0.0
morning3,Bishop,NB,24,42,Atmospheric CO2,0.0
morning3,Bishop,NB,24,42,Nitrous Oxide,0.0
morning3,Bishop,NB,24,42,Methane,0.0
morning3,Bishop,NB,24,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,24,21,Total Energy,5825127823.059999
morning3,Bishop,NB,24,21,Atmospheric CO2,418716.101402
morning3,Bishop,NB,24,21,Nitrous Oxide,1.7526875150540004
morning3,Bishop,NB,24,21,Methane,8.113315774144699
morning3,Bishop,NB,24,21,Total Gaseous Hydrocarbons,70.15267840699998
morning3,Bishop,NB,23,61,Total Energy,1095288717.1540997
morning3,Bishop,NB,23,61,Atmospheric CO2,80680.12922099001
morning3,Bishop,NB,23,61,Nitrous Oxide,0.15942450351199997
morning3,Bishop,NB,23,61,Methane,2.3814274261583765
morning3,Bishop,NB,23,61,Total Gaseous Hydrocarbons,16.644316466479996
morning3,Bishop,NB,23,52,Total Energy,1135867624.0
morning3,Bishop,NB,23,52,Atmospheric CO2,83027.91110000003
morning3,Bishop,NB,23,52,Nitrous Oxide,0.42817675800000005
morning3,Bishop,NB,23,52,Methane,2.916837341320001
morning3,Bishop,NB,23,52,Total Gaseous Hydrocarbons,39.0947738
morning3,Bishop,NB,23,42,Total Energy,674029954.8299999
morning3,Bishop,NB,23,42,Atmospheric CO2,49623.48380199998
morning3,Bishop,NB,23,42,Nitrous Oxide,0.08371022066000001
morning3,Bishop,NB,23,42,Methane,1.217714341395
morning3,Bishop,NB,23,42,Total Gaseous Hydrocarbons,10.888875960000004
morning3,Bishop,NB,23,21,Total Energy,3513676101.2869997
morning3,Bishop,NB,23,21,Atmospheric CO2,252566.40907080003
morning3,Bishop,NB,23,21,Nitrous Oxide,1.0287386101852003
morning3,Bishop,NB,23,21,Methane,6.385429824848499
morning3,Bishop,NB,23,21,Total Gaseous Hydrocarbons,52.466344326000005
morning3,Bishop,NB,22,61,Total Energy,921421948.8390002
morning3,Bishop,NB,22,61,Atmospheric CO2,67872.90161833
morning3,Bishop,NB,22,61,Nitrous Oxide,0.060106423910400004
morning3,Bishop,NB,22,61,Methane,0.9731595402783159
morning3,Bishop,NB,22,61,Total Gaseous Hydrocarbons,7.036232847350001
morning3,Bishop,NB,22,52,Total Energy,0.0
morning3,Bishop,NB,22,52,Atmospheric CO2,0.0
morning3,Bishop,NB,22,52,Nitrous Oxide,0.0
morning3,Bishop,NB,22,52,Methane,0.0
morning3,Bishop,NB,22,52,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,22,42,Total Energy,0.0
morning3,Bishop,NB,22,42,Atmospheric CO2,0.0
morning3,Bishop,NB,22,42,Nitrous Oxide,0.0
morning3,Bishop,NB,22,42,Methane,0.0
morning3,Bishop,NB,22,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,22,21,Total Energy,3116157280.094
morning3,Bishop,NB,22,21,Atmospheric CO2,223992.64969959986
morning3,Bishop,NB,22,21,Nitrous Oxide,0.9150979542828
morning3,Bishop,NB,22,21,Methane,4.3194119120284995
morning3,Bishop,NB,22,21,Total Gaseous Hydrocarbons,37.091146787
morning3,Bishop,NB,21,61,Total Energy,1058995642.7715999
morning3,Bishop,NB,21,61,Atmospheric CO2,78006.64206985002
morning3,Bishop,NB,21,61,Nitrous Oxide,0.06898178330259999
morning3,Bishop,NB,21,61,Methane,1.1238757311794365
morning3,Bishop,NB,21,61,Total Gaseous Hydrocarbons,8.106710119850003
morning3,Bishop,NB,21,52,Total Energy,0.0
morning3,Bishop,NB,21,52,Atmospheric CO2,0.0
morning3,Bishop,NB,21,52,Nitrous Oxide,0.0
morning3,Bishop,NB,21,52,Methane,0.0
morning3,Bishop,NB,21,52,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,21,42,Total Energy,981952625.22
morning3,Bishop,NB,21,42,Atmospheric CO2,72291.266785
morning3,Bishop,NB,21,42,Nitrous Oxide,0.08426873153000002
morning3,Bishop,NB,21,42,Methane,1.51459082088
morning3,Bishop,NB,21,42,Total Gaseous Hydrocarbons,14.17360182
morning3,Bishop,NB,21,21,Total Energy,7694251654.54
morning3,Bishop,NB,21,21,Atmospheric CO2,553070.28147
morning3,Bishop,NB,21,21,Nitrous Oxide,2.155091008011
morning3,Bishop,NB,21,21,Methane,11.703634720804603
morning3,Bishop,NB,21,21,Total Gaseous Hydrocarbons,99.13639082499998
morning3,Bishop,NB,20,61,Total Energy,0.0
morning3,Bishop,NB,20,61,Atmospheric CO2,0.0
morning3,Bishop,NB,20,61,Nitrous Oxide,0.0
morning3,Bishop,NB,20,61,Methane,0.0
morning3,Bishop,NB,20,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,20,52,Total Energy,1020542565.0
morning3,Bishop,NB,20,52,Atmospheric CO2,74512.51409999997
morning3,Bishop,NB,20,52,Nitrous Oxide,0.3583708589999999
morning3,Bishop,NB,20,52,Methane,2.8038806219400008
morning3,Bishop,NB,20,52,Total Gaseous Hydrocarbons,27.48577739999999
morning3,Bishop,NB,20,42,Total Energy,0.0
morning3,Bishop,NB,20,42,Atmospheric CO2,0.0
morning3,Bishop,NB,20,42,Nitrous Oxide,0.0
morning3,Bishop,NB,20,42,Methane,0.0
morning3,Bishop,NB,20,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,20,21,Total Energy,5920134720.76
morning3,Bishop,NB,20,21,Atmospheric CO2,425544.6424419999
morning3,Bishop,NB,20,21,Nitrous Oxide,1.7018644192779997
morning3,Bishop,NB,20,21,Methane,10.8294507737976
morning3,Bishop,NB,20,21,Total Gaseous Hydrocarbons,88.370326542
morning3,Bishop,NB,19,61,Total Energy,1629642603.525
morning3,Bishop,NB,19,61,Atmospheric CO2,120041.14737706001
morning3,Bishop,NB,19,61,Nitrous Oxide,0.1012450671443
morning3,Bishop,NB,19,61,Methane,1.4947348314548627
morning3,Bishop,NB,19,61,Total Gaseous Hydrocarbons,10.842047517489997
morning3,Bishop,NB,19,52,Total Energy,695119620.0
morning3,Bishop,NB,19,52,Atmospheric CO2,50833.87489999999
morning3,Bishop,NB,19,52,Nitrous Oxide,0.20394023739999995
morning3,Bishop,NB,19,52,Methane,1.2585589064699994
morning3,Bishop,NB,19,52,Total Gaseous Hydrocarbons,17.909527599999997
morning3,Bishop,NB,19,42,Total Energy,794244213.48
morning3,Bishop,NB,19,42,Atmospheric CO2,58472.84760800002
morning3,Bishop,NB,19,42,Nitrous Oxide,0.10252569286000002
morning3,Bishop,NB,19,42,Methane,1.3236250473599998
morning3,Bishop,NB,19,42,Total Gaseous Hydrocarbons,12.336937649999994
morning3,Bishop,NB,19,21,Total Energy,8529493445.21
morning3,Bishop,NB,19,21,Atmospheric CO2,613108.3599220001
morning3,Bishop,NB,19,21,Nitrous Oxide,2.2661896049949997
morning3,Bishop,NB,19,21,Methane,14.5230580001689
morning3,Bishop,NB,19,21,Total Gaseous Hydrocarbons,120.23061741900001
morning3,Bishop,NB,18,61,Total Energy,923470508.625
morning3,Bishop,NB,18,61,Atmospheric CO2,68023.83560307196
morning3,Bishop,NB,18,61,Nitrous Oxide,0.1026150669545
morning3,Bishop,NB,18,61,Methane,1.433395719369597
morning3,Bishop,NB,18,61,Total Gaseous Hydrocarbons,10.431423750430003
morning3,Bishop,NB,18,52,Total Energy,217346683.0
morning3,Bishop,NB,18,52,Atmospheric CO2,15916.128619999996
morning3,Bishop,NB,18,52,Nitrous Oxide,0.1515799224
morning3,Bishop,NB,18,52,Methane,0.7866342727600002
morning3,Bishop,NB,18,52,Total Gaseous Hydrocarbons,9.0431416
morning3,Bishop,NB,18,42,Total Energy,1025117276.0900002
morning3,Bishop,NB,18,42,Atmospheric CO2,75466.90579800007
morning3,Bishop,NB,18,42,Nitrous Oxide,0.20205311233999992
morning3,Bishop,NB,18,42,Methane,3.5538523426330006
morning3,Bishop,NB,18,42,Total Gaseous Hydrocarbons,33.73665019999999
morning3,Bishop,NB,18,21,Total Energy,4945606451.5
morning3,Bishop,NB,18,21,Atmospheric CO2,355493.9781413
morning3,Bishop,NB,18,21,Nitrous Oxide,1.912753203758
morning3,Bishop,NB,18,21,Methane,8.3480194522945
morning3,Bishop,NB,18,21,Total Gaseous Hydrocarbons,72.31204298300001
morning3,Bishop,NB,17,61,Total Energy,741679712.8907
morning3,Bishop,NB,17,61,Atmospheric CO2,54632.91422646701
morning3,Bishop,NB,17,61,Nitrous Oxide,0.1306007621796
morning3,Bishop,NB,17,61,Methane,2.867547944636249
morning3,Bishop,NB,17,61,Total Gaseous Hydrocarbons,20.979483338335005
morning3,Bishop,NB,17,52,Total Energy,1028788509.0
morning3,Bishop,NB,17,52,Atmospheric CO2,75122.71700000002
morning3,Bishop,NB,17,52,Nitrous Oxide,0.33866766619999994
morning3,Bishop,NB,17,52,Methane,2.6689864116599993
morning3,Bishop,NB,17,52,Total Gaseous Hydrocarbons,27.171644999999994
morning3,Bishop,NB,17,42,Total Energy,0.0
morning3,Bishop,NB,17,42,Atmospheric CO2,0.0
morning3,Bishop,NB,17,42,Nitrous Oxide,0.0
morning3,Bishop,NB,17,42,Methane,0.0
morning3,Bishop,NB,17,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,17,21,Total Energy,5930934943.46
morning3,Bishop,NB,17,21,Atmospheric CO2,426321.48967
morning3,Bishop,NB,17,21,Nitrous Oxide,1.9288670956339997
morning3,Bishop,NB,17,21,Methane,7.378640414856598
morning3,Bishop,NB,17,21,Total Gaseous Hydrocarbons,67.05207663499999
morning3,Bishop,NB,16,61,Total Energy,0.0
morning3,Bishop,NB,16,61,Atmospheric CO2,0.0
morning3,Bishop,NB,16,61,Nitrous Oxide,0.0
morning3,Bishop,NB,16,61,Methane,0.0
morning3,Bishop,NB,16,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,16,52,Total Energy,553558693.0
morning3,Bishop,NB,16,52,Atmospheric CO2,40468.54870000002
morning3,Bishop,NB,16,52,Nitrous Oxide,0.19361774069999999
morning3,Bishop,NB,16,52,Methane,1.19938192309
morning3,Bishop,NB,16,52,Total Gaseous Hydrocarbons,16.769402400000004
morning3,Bishop,NB,16,42,Total Energy,0.0
morning3,Bishop,NB,16,42,Atmospheric CO2,0.0
morning3,Bishop,NB,16,42,Nitrous Oxide,0.0
morning3,Bishop,NB,16,42,Methane,0.0
morning3,Bishop,NB,16,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,16,21,Total Energy,6722237750.55
morning3,Bishop,NB,16,21,Atmospheric CO2,483201.05479900003
morning3,Bishop,NB,16,21,Nitrous Oxide,2.0987884990810004
morning3,Bishop,NB,16,21,Methane,9.9162953584259
morning3,Bishop,NB,16,21,Total Gaseous Hydrocarbons,85.424884082
morning3,Bishop,NB,15,61,Total Energy,872403008.9038999
morning3,Bishop,NB,15,61,Atmospheric CO2,64262.14374341299
morning3,Bishop,NB,15,61,Nitrous Oxide,0.08518749707949998
morning3,Bishop,NB,15,61,Methane,1.255867718613308
morning3,Bishop,NB,15,61,Total Gaseous Hydrocarbons,9.019662393979996
morning3,Bishop,NB,15,52,Total Energy,483010173.0
morning3,Bishop,NB,15,52,Atmospheric CO2,35306.675699999985
morning3,Bishop,NB,15,52,Nitrous Oxide,0.1626976108
morning3,Bishop,NB,15,52,Methane,1.1114936619599995
morning3,Bishop,NB,15,52,Total Gaseous Hydrocarbons,14.785257700000003
morning3,Bishop,NB,15,42,Total Energy,677720564.3099998
morning3,Bishop,NB,15,42,Atmospheric CO2,49893.721461
morning3,Bishop,NB,15,42,Nitrous Oxide,0.07242002208999998
morning3,Bishop,NB,15,42,Methane,1.0468374950690003
morning3,Bishop,NB,15,42,Total Gaseous Hydrocarbons,9.681035889999997
morning3,Bishop,NB,15,21,Total Energy,8540107219.4
morning3,Bishop,NB,15,21,Atmospheric CO2,613871.0979029998
morning3,Bishop,NB,15,21,Nitrous Oxide,2.608209430243
morning3,Bishop,NB,15,21,Methane,13.7033570689461
morning3,Bishop,NB,15,21,Total Gaseous Hydrocarbons,115.56571278799998
morning3,Bishop,NB,14,61,Total Energy,832624677.3752002
morning3,Bishop,NB,14,61,Atmospheric CO2,61332.010178360986
morning3,Bishop,NB,14,61,Nitrous Oxide,0.052908115943199996
morning3,Bishop,NB,14,61,Methane,1.0735259822155343
morning3,Bishop,NB,14,61,Total Gaseous Hydrocarbons,7.61623501338
morning3,Bishop,NB,14,52,Total Energy,687524593.0
morning3,Bishop,NB,14,52,Atmospheric CO2,50212.107
morning3,Bishop,NB,14,52,Nitrous Oxide,0.2020960221
morning3,Bishop,NB,14,52,Methane,1.6147180026800003
morning3,Bishop,NB,14,52,Total Gaseous Hydrocarbons,17.583465500000003
morning3,Bishop,NB,14,42,Total Energy,1807701333.3
morning3,Bishop,NB,14,42,Atmospheric CO2,133083.95479599998
morning3,Bishop,NB,14,42,Nitrous Oxide,0.15874763516999998
morning3,Bishop,NB,14,42,Methane,2.806343965799999
morning3,Bishop,NB,14,42,Total Gaseous Hydrocarbons,25.926178450000005
morning3,Bishop,NB,14,21,Total Energy,6136046569.68
morning3,Bishop,NB,14,21,Atmospheric CO2,441065.037474
morning3,Bishop,NB,14,21,Nitrous Oxide,1.6572438607990003
morning3,Bishop,NB,14,21,Methane,7.9296445679544
morning3,Bishop,NB,14,21,Total Gaseous Hydrocarbons,68.95176070900001
morning3,Bishop,NB,13,61,Total Energy,475575519.0481799
morning3,Bishop,NB,13,61,Atmospheric CO2,35031.39677962799
morning3,Bishop,NB,13,61,Nitrous Oxide,0.08853382516230002
morning3,Bishop,NB,13,61,Methane,1.2507146335217731
morning3,Bishop,NB,13,61,Total Gaseous Hydrocarbons,8.64820271863
morning3,Bishop,NB,13,52,Total Energy,1586965890.0
morning3,Bishop,NB,13,52,Atmospheric CO2,116007.17560000003
morning3,Bishop,NB,13,52,Nitrous Oxide,0.5072666270000001
morning3,Bishop,NB,13,52,Methane,3.73320350247
morning3,Bishop,NB,13,52,Total Gaseous Hydrocarbons,47.0162428
morning3,Bishop,NB,13,42,Total Energy,3250470394.8
morning3,Bishop,NB,13,42,Atmospheric CO2,239294.02462999985
morning3,Bishop,NB,13,42,Nitrous Oxide,0.35418761159999995
morning3,Bishop,NB,13,42,Methane,6.919583749519999
morning3,Bishop,NB,13,42,Total Gaseous Hydrocarbons,66.04007385000001
morning3,Bishop,NB,13,21,Total Energy,6027187983.0
morning3,Bishop,NB,13,21,Atmospheric CO2,433240.39708799997
morning3,Bishop,NB,13,21,Nitrous Oxide,1.919187936772
morning3,Bishop,NB,13,21,Methane,7.089087638759601
morning3,Bishop,NB,13,21,Total Gaseous Hydrocarbons,65.758592959
morning3,Bishop,NB,12,61,Total Energy,1663579608.2305996
morning3,Bishop,NB,12,61,Atmospheric CO2,122541.06291040004
morning3,Bishop,NB,12,61,Nitrous Oxide,0.20844155747790002
morning3,Bishop,NB,12,61,Methane,3.540228590803201
morning3,Bishop,NB,12,61,Total Gaseous Hydrocarbons,24.91335288502
morning3,Bishop,NB,12,52,Total Energy,706365618.0
morning3,Bishop,NB,12,52,Atmospheric CO2,51583.123600000006
morning3,Bishop,NB,12,52,Nitrous Oxide,0.26871577760000004
morning3,Bishop,NB,12,52,Methane,1.9617086750999997
morning3,Bishop,NB,12,52,Total Gaseous Hydrocarbons,19.568672199999998
morning3,Bishop,NB,12,42,Total Energy,0.0
morning3,Bishop,NB,12,42,Atmospheric CO2,0.0
morning3,Bishop,NB,12,42,Nitrous Oxide,0.0
morning3,Bishop,NB,12,42,Methane,0.0
morning3,Bishop,NB,12,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,12,21,Total Energy,5490677161.51
morning3,Bishop,NB,12,21,Atmospheric CO2,394674.91028999997
morning3,Bishop,NB,12,21,Nitrous Oxide,1.701162535956
morning3,Bishop,NB,12,21,Methane,8.8623816450847
morning3,Bishop,NB,12,21,Total Gaseous Hydrocarbons,74.84208238199997
morning3,Bishop,NB,11,61,Total Energy,1898358188.2132995
morning3,Bishop,NB,11,61,Atmospheric CO2,139835.03432745993
morning3,Bishop,NB,11,61,Nitrous Oxide,0.21665202340240008
morning3,Bishop,NB,11,61,Methane,3.366114211951897
morning3,Bishop,NB,11,61,Total Gaseous Hydrocarbons,24.569657161840006
morning3,Bishop,NB,11,52,Total Energy,470501318.0
morning3,Bishop,NB,11,52,Atmospheric CO2,34376.727699999996
morning3,Bishop,NB,11,52,Nitrous Oxide,0.12012926989999995
morning3,Bishop,NB,11,52,Methane,0.9630460439000004
morning3,Bishop,NB,11,52,Total Gaseous Hydrocarbons,14.807366700000003
morning3,Bishop,NB,11,42,Total Energy,917443434.2399999
morning3,Bishop,NB,11,42,Atmospheric CO2,67542.382167
morning3,Bishop,NB,11,42,Nitrous Oxide,0.07548986864999996
morning3,Bishop,NB,11,42,Methane,1.2411249301300002
morning3,Bishop,NB,11,42,Total Gaseous Hydrocarbons,11.370560149999996
morning3,Bishop,NB,11,21,Total Energy,6542365847.860001
morning3,Bishop,NB,11,21,Atmospheric CO2,470271.420359
morning3,Bishop,NB,11,21,Nitrous Oxide,2.037835089574
morning3,Bishop,NB,11,21,Methane,10.578137432133802
morning3,Bishop,NB,11,21,Total Gaseous Hydrocarbons,89.714417686
morning3,Bishop,NB,10,61,Total Energy,0.0
morning3,Bishop,NB,10,61,Atmospheric CO2,0.0
morning3,Bishop,NB,10,61,Nitrous Oxide,0.0
morning3,Bishop,NB,10,61,Methane,0.0
morning3,Bishop,NB,10,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,10,52,Total Energy,1153396631.0
morning3,Bishop,NB,10,52,Atmospheric CO2,84270.635
morning3,Bishop,NB,10,52,Nitrous Oxide,0.3340261055000001
morning3,Bishop,NB,10,52,Methane,2.537754571099999
morning3,Bishop,NB,10,52,Total Gaseous Hydrocarbons,30.44084120000002
morning3,Bishop,NB,10,42,Total Energy,1060465262.4800001
morning3,Bishop,NB,10,42,Atmospheric CO2,78069.44453000001
morning3,Bishop,NB,10,42,Nitrous Oxide,0.11594686351999998
morning3,Bishop,NB,10,42,Methane,2.289158468301001
morning3,Bishop,NB,10,42,Total Gaseous Hydrocarbons,21.692727489999996
morning3,Bishop,NB,10,21,Total Energy,5445176662.41
morning3,Bishop,NB,10,21,Atmospheric CO2,391404.59737100004
morning3,Bishop,NB,10,21,Nitrous Oxide,1.480564310354
morning3,Bishop,NB,10,21,Methane,9.213534161652397
morning3,Bishop,NB,10,21,Total Gaseous Hydrocarbons,75.54278591800002
morning3,Bishop,NB,9,61,Total Energy,0.0
morning3,Bishop,NB,9,61,Atmospheric CO2,0.0
morning3,Bishop,NB,9,61,Nitrous Oxide,0.0
morning3,Bishop,NB,9,61,Methane,0.0
morning3,Bishop,NB,9,61,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,9,52,Total Energy,702625940.0
morning3,Bishop,NB,9,52,Atmospheric CO2,51313.212700000004
morning3,Bishop,NB,9,52,Nitrous Oxide,0.2610762645999999
morning3,Bishop,NB,9,52,Methane,1.93902452492
morning3,Bishop,NB,9,52,Total Gaseous Hydrocarbons,19.5966188
morning3,Bishop,NB,9,42,Total Energy,0.0
morning3,Bishop,NB,9,42,Atmospheric CO2,0.0
morning3,Bishop,NB,9,42,Nitrous Oxide,0.0
morning3,Bishop,NB,9,42,Methane,0.0
morning3,Bishop,NB,9,42,Total Gaseous Hydrocarbons,0.0
morning3,Bishop,NB,9,21,Total Energy,5285724009.48
morning3,Bishop,NB,9,21,Atmospheric CO2,379943.25602500007
morning3,Bishop,NB,9,21,Nitrous Oxide,1.5289508197929997
morning3,Bishop,NB,9,21,Methane,5.988964938820499
morning3,Bishop,NB,9,21,Total Gaseous Hydrocarbons,54.40098491700001
morning3,Bishop,NB,8,61,Total Energy,871961301.4683001
morning3,Bishop,NB,8,61,Atmospheric CO2,64229.57688512903
morning3,Bishop,NB,8,61,Nitrous Oxide,0.11435487011960001
